Unnamed: 0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,price_category
21,170.0,gas_heating,0,1,40.0,989.0,1990.0,115690229,1,1,749.0,69.75,well_kept,3,1,apartment,2.0,4.0,6.0,0,Siemensstadt_Spandau,70.0,1,"Wattstraße 4a, 13629 Berlin, Germany",below_average
22,204.0,central_heating,0,0,40.0,1299.0,1959.0,106347457,1,1,1013.0,68.06,first_time_use_after_refurbishment,3,1,apartment,3.0,4.0,5.0,0,Tiergarten_Tiergarten,82.0,0,"Wilhelmshavener Straße 11, 10551 Berlin, Germany",below_average
23,700.0,central_heating,0,1,40.0,2500.0,1998.0,113669780,1,1,1720.0,220.0,refurbished,3,0,roof_storey,4.0,5.0,5.0,1,Britz_Neukölln,350.0,1,"Franz-Körner-Straße 99, 12347 Berlin, Germany",above_average
24,154.0,central_heating,0,0,2.4,604.0,1980.0,107322178,1,1,450.0,40.0,first_time_use,3,0,other,1.5,2.0,2.0,0,Buch_Pankow,52.7,0,"Röbellweg 26, 13125 Berlin, Germany",below_average
25,91.74,floor_heating,0,1,32.1,1406.68,1980.0,107340460,1,1,1253.78,61.16,first_time_use,2,1,apartment,2.0,8.0,11.0,0,Friedrichshain_Friedrichshain,61.2,0,"Stralauer Platz 37/38, 10243 Berlin, Germany",above_average
26,186.96,district_heating,0,1,40.0,822.97,1997.0,107378502,1,1,636.01,68.75,well_kept,2,0,apartment,3.0,3.0,10.0,0,Karow_Weißensee,64.2,0,"Forkenzeile 22, 13125 Berlin, Germany",below_average
27,80.0,central_heating,0,1,10.0,1300.0,1958.0,108177922,1,1,1150.0,49.39,first_time_use,2,0,apartment,2.0,3.0,4.0,0,Mitte_Mitte,70.0,0,"Pflugstraße 18, 10115 Berlin, Germany",above_average
28,115.0,district_heating,0,0,40.0,545.0,1912.0,107048866,0,0,430.0,36.08,first_time_use,2,0,apartment,1.0,3.0,4.0,0,Wilmersdorf_Wilmersdorf,35.1,0,"Westfälische Str. 57, 10711 Berlin, Germany",below_average
29,150.0,central_heating,0,1,40.0,1200.0,1910.0,115691712,1,1,1050.0,53.0,modernized,2,0,roof_storey,2.0,5.0,5.0,0,Neukölln_Neukölln,70.3,0,"Sander Strasse 3, 12047 Berlin, Germany",below_average
30,90.0,district_heating,0,1,40.0,899.0,1933.0,113058948,1,1,764.0,46.34,first_time_use,2,0,apartment,2.0,4.0,4.0,0,Reinickendorf_Reinickendorf,45.0,0,"Zermatter Straße 10, 13407 Berlin, Germany",below_average
31,115.0,self_contained_central_heating,0,0,10.0,1095.0,1900.0,66012954,1,1,980.0,93.0,fully_renovated,3,0,apartment,2.0,3.0,4.0,0,Wedding_Wedding,70.3,0,"Kolberger Straße 16, 13357 Berlin, Germany",below_average
32,228.79,district_heating,0,1,40.0,1710.1,1992.0,112590971,1,1,1387.36,95.68,well_kept,3,1,apartment,2.0,3.0,8.0,0,Charlottenburg_Charlottenburg,95.3,0,"Meinekestraße  21, 10719 Berlin, Germany",above_average
33,300.0,floor_heating,0,1,10.0,1190.0,2016.0,107322422,1,1,890.0,83.0,mint_condition,2,1,apartment,3.0,2.0,3.0,1,Französisch_Buchholz_Pankow,105.4,1,"Rupertweg 1, 13127 Berlin, Germany",below_average
34,90.0,central_heating,0,0,10.0,890.0,1910.0,107335223,1,1,800.0,49.0,first_time_use_after_refurbishment,2,0,apartment,2.0,0.0,4.0,0,Wedding_Wedding,70.3,0,"Togostraße 75, 13351 Berlin, Germany",below_average
35,445.15,district_heating,0,1,40.0,1688.94,1995.0,111391755,1,1,1243.79,120.44,fully_renovated,2,0,roof_storey,5.0,5.0,5.0,0,Wittenau_Reinickendorf,157.7,0,"Triftstr. 3D, 13437 Berlin, Germany",above_average
36,100.05,central_heating,0,1,40.0,478.74,1977.0,107067726,0,0,311.99,43.88,first_time_use,2,1,apartment,1.0,3.0,3.0,0,Neukölln_Neukölln,66.7,1,"Heinrich-Schlusnus-Straße  7, 12057 Berlin, Germany",below_average
37,210.0,floor_heating,0,1,40.0,1200.0,2016.0,94643275,1,1,990.0,59.54,mint_condition,2,1,apartment,2.0,1.0,7.0,0,Mitte_Mitte,80.0,0,"Krausenstraße 37, 10117 Berlin, Germany",below_average
38,50.0,central_heating,0,1,32.1,690.0,1980.0,111417811,1,1,640.0,11.0,modernized,2,0,apartment,1.0,5.0,6.0,0,Tiergarten_Tiergarten,35.1,0,"Klara Franke Strasse 8, 10557 Berlin, Germany",below_average
39,205.74,central_heating,0,0,2.4,1783.08,1915.0,115694712,1,1,1577.34,68.58,refurbished,2,1,apartment,2.0,2.0,4.0,0,Mitte_Mitte,102.9,0,"Invalidenstrasse 6, 10115 Berlin, Germany",above_average
40,165.22,district_heating,0,1,2.4,685.97,1964.0,106076483,0,0,520.75,54.07,modernized,2,1,apartment,1.5,6.0,5.0,0,Spandau_Spandau,56.2,0,"Wasserwerkstr. 35, 13589 Berlin, Germany",below_average
41,124.2,central_heating,1,1,40.0,475.2,2019.0,111407639,0,0,351.0,54.0,first_time_use,2,0,apartment,2.0,2.0,4.0,0,Adlershof_Treptow,70.3,0,"Newtonstrasse 4 B, 12489 Berlin, Germany",below_average
42,71.66,central_heating,0,1,32.1,627.13,1900.0,111408559,0,0,503.87,57.33,need_of_renovation,3,0,apartment,2.0,1.0,4.0,0,Friedenau_Schöneberg,51.6,0,"Rubensstraße 0, 12167 Berlin, Germany",below_average
43,123.83,central_heating,0,1,40.0,489.2,1930.0,115573335,0,0,365.37,51.0,first_time_use,2,0,ground_floor,2.0,1.0,3.0,0,Alt_Hohenschönhausen_Hohenschönhausen,70.3,0,"Große-Leege-Str. 47 a, 13055 Berlin, Germany",below_average
44,56.0,central_heating,0,0,40.0,700.0,1900.0,114344449,0,0,575.0,40.34,first_time_use,2,0,apartment,2.0,4.0,4.0,0,Wedding_Wedding,69.0,0,"Müllerstr. 67, 13349 Berlin, Germany",below_average
45,105.0,central_heating,0,0,40.0,1734.0,1980.0,111378418,1,1,1599.0,81.5,mint_condition,3,0,apartment,3.0,2.0,4.0,0,Prenzlauer_Berg_Prenzlauer_Berg,105.4,0,"Straßburgerstr 60, 10405 Berlin, Germany",above_average
46,100.0,central_heating,0,1,40.0,660.0,1980.0,111312202,1,1,560.0,19.5,first_time_use,2,0,apartment,1.0,6.0,4.0,0,Mitte_Mitte,35.1,0,"Wadzeckstraße 4, 10178 Berlin, Germany",below_average
47,140.0,central_heating,0,1,40.0,1350.0,1980.0,114254627,0,0,1210.0,62.0,first_time_use,2,0,apartment,2.0,1.0,6.0,0,Schöneberg_Schöneberg,70.3,0,"Ansbacher Straße 61, 10777 Berlin, Germany",above_average
48,125.0,self_contained_central_heating,0,0,10.0,750.0,1920.0,99676399,0,0,625.0,78.88,first_time_use_after_refurbishment,3,0,ground_floor,2.0,0.0,5.0,0,Friedrichshain_Friedrichshain,70.3,0,"Simon-Dach-Straße 26, 10245 Berlin, Germany",below_average
49,85.0,self_contained_central_heating,0,1,40.0,714.0,1900.0,74647964,0,0,629.0,59.95,refurbished,3,0,apartment,2.0,1.0,5.0,0,Wedding_Wedding,70.3,0,"Kiautschoustraße 18, 13353 Berlin, Germany",below_average
50,368.76,district_heating,1,1,32.1,2244.62,2019.0,115174027,0,0,1763.63,160.33,first_time_use,3,1,apartment,7.0,5.0,5.0,0,Weißensee_Weißensee,112.2,1,"Brodenbacher Weg 36, 13088 Berlin, Germany",above_average
51,110.0,central_heating,0,1,2.4,620.0,2016.0,98325573,0,0,510.0,38.0,first_time_use,3,1,apartment,1.0,2.0,6.0,0,Friedrichsfelde_Lichtenberg,35.1,1,"Allee der Kosmonauten 21B, 10315 Berlin, Germany",below_average
52,410.05,self_contained_central_heating,1,0,40.0,3362.41,2019.0,114570388,0,0,2952.36,164.0,mint_condition,2,1,apartment,4.0,2.0,4.0,0,Prenzlauer_Berg_Prenzlauer_Berg,140.5,0,"Malmöer Straße, WE 23, 10439 Berlin, Germany",above_average
53,372.29,district_heating,0,1,40.0,2992.67,1992.0,111389979,1,1,2481.92,155.12,well_kept,3,1,apartment,4.0,7.0,8.0,0,Charlottenburg_Charlottenburg,138.5,0,"Meinekestraße  20, 10719 Berlin, Germany",above_average
54,231.0,self_contained_central_heating,0,1,40.0,899.0,1957.0,107060125,0,0,668.0,81.14,modernized,3,0,apartment,3.0,4.0,3.0,0,Siemensstadt_Spandau,105.4,0,"Nonnendammallee 100, 13629 Berlin, Germany",below_average
55,85.0,central_heating,0,1,40.0,1100.0,1905.0,113663285,1,1,973.0,57.95,first_time_use,2,0,apartment,2.0,1.0,7.0,0,Tiergarten_Tiergarten,42.0,0,"Ufnaustraße 2, 10553 Berlin, Germany",below_average
56,485.0,central_heating,1,1,32.1,2700.0,2019.0,115589954,1,1,2215.0,119.0,mint_condition,2,1,apartment,4.0,6.0,12.0,0,Tiergarten_Tiergarten,140.5,1,"Gabriele Tergit Promenade 21, 10963 Berlin, Germany",above_average
57,90.0,central_heating,0,0,40.0,490.0,1968.0,106960235,0,0,400.0,30.0,mint_condition,3,1,apartment,1.0,1.0,7.0,0,Wilmersdorf_Wilmersdorf,35.1,0,"Bundesallee 17, 10717 Berlin, Germany",below_average
58,140.0,gas_heating,0,0,40.0,480.0,1980.0,115469335,1,1,340.0,20.0,first_time_use,2,1,apartment,1.0,4.0,4.0,0,Oberschöneweide_Köpenick,35.1,0,"Slabystraße 17, 12459 Berlin, Germany",below_average
59,90.0,self_contained_central_heating,0,1,40.0,1190.0,1905.0,111411127,1,1,1100.0,58.3,first_time_use,2,0,apartment,2.0,2.0,5.0,0,Pankow_Pankow,70.3,0,"Damerowstraße 60a, 13187 Berlin, Germany",above_average
60,87.0,district_heating,0,1,40.0,526.0,1985.0,105737676,0,0,439.0,35.49,modernized,2,1,apartment,1.0,3.0,2.0,0,Hellersdorf_Hellersdorf,41.0,0,"Havelländer Ring 15, 12629 Berlin, Germany",below_average
61,75.0,central_heating,0,0,40.0,700.0,1902.0,111248453,0,0,625.0,30.44,well_kept,2,0,apartment,1.0,1.0,6.0,0,Prenzlauer_Berg_Prenzlauer_Berg,35.0,0,"Korsörer Str. 09, 10437 Berlin, Germany",below_average
62,68.0,central_heating,0,0,40.0,559.0,1900.0,107355160,0,0,491.0,29.6,modernized,3,0,apartment,1.0,3.0,6.0,0,Neukölln_Neukölln,27.0,0,"Kiehlufer 43, 12059 Berlin, Germany",below_average
63,394.0,central_heating,0,1,40.0,1882.0,1998.0,111265543,1,1,1488.0,87.55,fully_renovated,2,1,apartment,3.0,5.0,8.0,0,Tiergarten_Tiergarten,105.4,1,"Alte Potsdamer Straße 11, 10785 Berlin, Germany",above_average
64,176.91,district_heating,0,1,5.0,649.92,1964.0,104632776,0,0,473.01,56.92,modernized,2,1,ground_floor,2.0,0.0,4.0,0,Spandau_Spandau,61.6,0,"Burbacher Weg 3, 13583 Berlin, Germany",below_average
65,255.0,central_heating,0,1,40.0,1270.0,1999.0,107346031,1,1,1015.0,96.47,first_time_use,2,0,roof_storey,3.0,0.0,5.0,0,Grünau_Köpenick,105.4,0,"Regattastraße 67, 12527 Berlin, Germany",below_average
66,153.0,central_heating,0,1,40.0,1160.0,1980.0,113452528,1,1,1080.0,54.0,first_time_use,2,0,apartment,2.0,0.0,3.0,0,Neukölln_Neukölln,70.3,0,"Bendastraße 1, 12051 Berlin, Germany",below_average
67,200.0,central_heating,0,0,40.0,1000.0,1900.0,104623572,0,0,800.0,80.86,mint_condition,2,0,ground_floor,3.0,0.0,4.0,1,Köpenick_Köpenick,105.4,0,"Luisenstraße 23, 12557 Berlin, Germany",below_average
68,850.0,central_heating,0,0,10.0,7850.0,1900.0,106687406,1,1,7000.0,307.0,first_time_use,2,0,maisonette,5.0,0.0,5.0,1,Mitte_Mitte,175.6,0,"Linienstraße 165, 10115 Berlin, Germany",above_average
69,740.0,district_heating,0,1,40.0,3704.0,1895.0,113617210,1,1,2964.0,247.0,modernized,2,1,roof_storey,7.0,5.0,5.0,0,Charlottenburg_Charlottenburg,280.0,0,"Marburger Str 2, 10789 Berlin, Germany",above_average
70,70.0,central_heating,0,1,40.0,700.0,1920.0,110766545,1,1,570.0,57.0,negotiable,3,0,apartment,2.0,3.0,4.0,0,Johannisthal_Treptow,60.0,0,"Sterndamm 100, 12487 Berlin, Germany",below_average
71,365.0,central_heating,0,1,32.1,1961.0,2017.0,111362317,1,1,1596.0,76.0,mint_condition,2,1,apartment,3.0,5.0,5.0,0,Kreuzberg_Kreuzberg,105.4,1,"Hallesche Straße 5, 10963 Berlin, Germany",above_average
72,0.0,central_heating,0,0,10.0,900.0,1980.0,107361362,0,0,900.0,45.0,well_kept,2,0,apartment,1.5,5.0,6.0,0,Tiergarten_Tiergarten,52.7,0,"Bredowstraße 41, 10551 Berlin, Germany",below_average
73,185.0,district_heating,0,1,32.1,1594.0,1980.0,106838043,1,1,1201.0,103.55,refurbished,2,0,apartment,3.0,3.0,6.0,0,Köpenick_Köpenick,208.0,0,"An der Filmfabrik 6, 12555 Berlin, Germany",above_average
74,219.75,district_heating,0,0,40.0,660.0,1980.0,113217403,0,0,440.25,61.85,modernized,2,1,apartment,2.0,3.0,5.0,0,Marzahn_Marzahn,74.2,0,"Bärensteinstr. 42, 12685 Berlin, Germany",below_average
75,200.0,central_heating,0,1,40.0,1067.24,2017.0,115404991,0,0,867.24,72.27,well_kept,3,1,ground_floor,2.0,0.0,3.0,1,Grünau_Köpenick,70.3,1,"Dahmestraße 4a, 12527 Berlin, Germany",below_average
76,204.0,district_heating,0,0,40.0,953.0,1997.0,110905751,0,0,749.0,74.49,modernized,2,0,apartment,3.0,1.0,4.0,0,Karow_Weißensee,68.0,0,"Pfannschmitdtstr. 35, 13125 Berlin, Germany",below_average
77,150.0,district_heating,0,0,10.0,655.0,2016.0,110280587,1,1,505.0,21.0,mint_condition,2,1,apartment,1.0,3.0,3.0,0,Heinersdorf_Weißensee,35.1,0,"Tino-Schwierzina-Straße 30, 13089 Berlin, Germany",below_average
78,242.0,central_heating,0,1,2.4,1543.16,2015.0,95237488,0,0,1301.16,92.94,first_time_use,2,0,apartment,3.0,1.0,5.0,0,Tiergarten_Tiergarten,105.4,0,"Flottwellstraße 22, 10785 Berlin, Germany",above_average
79,166.16,central_heating,0,1,40.0,1250.75,1914.0,115669067,0,0,1084.59,100.1,first_time_use,2,0,apartment,3.0,4.0,6.0,0,Wilmersdorf_Wilmersdorf,105.4,0,"Bregenzer Straße 8, 10707 Berlin, Germany",below_average
80,198.0,central_heating,0,1,5.0,1601.0,1900.0,105872760,0,0,1299.0,84.72,modernized,2,0,apartment,3.0,1.0,4.0,0,Neukölln_Neukölln,104.0,0,"Fuldastraße  1, 12043 Berlin, Germany",above_average
81,110.0,central_heating,0,1,40.0,1048.0,1956.0,111045647,0,0,898.0,56.13,first_time_use_after_refurbishment,3,0,raised_ground_floor,2.0,0.0,4.0,0,Schöneberg_Schöneberg,40.0,0,"Rosenheimer Straße 31, 10781 Berlin, Germany",below_average
82,100.0,district_heating,0,0,2.4,795.0,1904.0,110711076,1,1,695.0,50.0,first_time_use_after_refurbishment,2,0,ground_floor,1.0,0.0,5.0,0,Wedding_Wedding,35.1,0,"Triftstrasse 46, 13353 Berlin, Germany",below_average
83,210.0,central_heating,0,1,32.1,1560.0,1906.0,115440309,1,1,1350.0,103.0,first_time_use_after_refurbishment,2,0,apartment,3.0,1.0,5.0,0,Wilmersdorf_Wilmersdorf,100.0,0,"Blissestr. 58, 10713 Berlin, Germany",above_average
84,140.0,central_heating,0,0,40.0,1240.0,1954.0,113682620,0,0,960.0,97.79,need_of_renovation,2,1,apartment,3.0,4.0,4.0,0,Charlottenburg_Charlottenburg,140.0,1,"Reichsstr. 36, 14052 Berlin, Germany",below_average
85,50.0,central_heating,0,1,32.1,690.0,1980.0,115627782,1,1,640.0,10.0,modernized,2,0,apartment,1.0,1.0,5.0,0,Tiergarten_Tiergarten,35.1,0,"Klara Franke Straße 16, 10557 Berlin, Germany",below_average
86,90.0,floor_heating,0,0,10.0,499.0,1937.0,107313116,1,1,409.0,29.2,first_time_use,2,1,apartment,1.0,1.0,3.0,0,Lichterfelde_Steglitz,35.1,0,"Platz des 4 Juli 6, 14167 Berlin, Germany",below_average
87,300.0,district_heating,0,1,40.0,2050.0,2012.0,68847335,1,1,1750.0,109.0,mint_condition,2,1,apartment,3.0,1.0,6.0,0,Mitte_Mitte,105.4,1,"Bauhofstr. 6, 10117 Berlin, Germany",above_average
88,181.73,district_heating,0,0,40.0,576.58,1961.0,111410575,0,0,394.85,46.02,first_time_use,2,0,apartment,1.5,3.0,3.0,0,Spandau_Spandau,74.9,0,"Germersheimer Weg 88, 13583 Berlin, Germany",below_average
89,130.0,district_heating,0,1,40.0,699.0,1967.0,106910684,0,0,469.0,63.0,modernized,3,1,apartment,2.0,4.0,14.0,0,Waidmannslust_Reinickendorf,100.0,0,"Zabel-Krüger-Damm 28, 13469 Berlin, Germany",below_average
90,100.0,self_contained_central_heating,0,1,10.0,510.0,1909.0,107379074,0,0,410.0,62.0,first_time_use,2,0,apartment,2.0,2.0,4.0,0,Reinickendorf_Reinickendorf,70.3,0,"Pankower Allee 86, 13409 Berlin, Germany",below_average
91,232.0,district_heating,0,1,40.0,892.0,1912.0,110807756,1,1,660.0,70.34,first_time_use_after_refurbishment,3,0,apartment,2.0,1.0,2.0,0,Buch_Pankow,70.3,0,"Wiltbergstraße  50, 13125 Berlin, Germany",below_average
92,140.0,central_heating,0,1,2.4,2000.0,1995.0,107361112,1,1,1750.0,81.88,well_kept,2,0,apartment,3.0,3.0,3.0,0,Mitte_Mitte,110.0,1,"Rückerstraße 1, 10119 Berlin, Germany",above_average
93,60.0,central_heating,0,0,40.0,920.0,1893.0,113632492,0,0,770.0,70.0,well_kept,3,0,apartment,2.0,4.0,4.0,0,Tiergarten_Tiergarten,90.0,0,"Rostocker Str. 18, 10553 Berlin, Germany",below_average
94,153.195,district_heating,0,0,2.4,387.295,1980.0,105291455,0,0,199.0,20.0,first_time_use,2,0,other,1.0,2.0,3.0,1,Lichtenrade_Tempelhof,35.1,0,"Alt-Lichtenrade 113-115, 12309 Berlin, Germany",below_average
95,150.0,central_heating,0,1,32.1,2150.0,1903.0,115369669,1,1,1850.0,92.0,mint_condition,2,1,apartment,2.0,2.0,5.0,0,Charlottenburg_Charlottenburg,150.0,0,"Kurfürstendamm 193, 10719 Berlin, Germany",above_average
96,99.0,central_heating,0,1,10.0,643.54,1930.0,113853973,0,0,488.54,55.39,first_time_use,2,0,ground_floor,2.0,0.0,6.0,0,Wittenau_Reinickendorf,56.0,0,"Drostestraße 7, 13509 Berlin, Germany",below_average
97,80.0,central_heating,0,0,40.0,729.0,1900.0,113555418,0,0,599.0,48.0,well_kept,3,0,apartment,2.0,3.0,5.0,0,Tiergarten_Tiergarten,50.0,0,"Beusselstraße 31, 10553 Berlin, Germany",below_average
98,228.86,central_heating,0,1,40.0,794.74,1986.0,113809704,0,0,565.88,81.59,first_time_use,2,0,apartment,4.0,3.0,4.0,0,Hellersdorf_Hellersdorf,53.0,0,"Zossener Str. 169, 12627 Berlin, Germany",below_average
99,93.0,self_contained_central_heating,0,1,40.0,977.3,1901.0,106978520,0,0,814.0,52.52,first_time_use_after_refurbishment,1,0,ground_floor,2.0,0.0,4.0,1,Friedrichshain_Friedrichshain,70.3,0,"Ebertystraße 54, 10249 Berlin, Germany",below_average
100,122.61,central_heating,1,0,32.1,1039.41,2019.0,110944919,0,0,819.0,81.9,first_time_use,2,1,apartment,2.0,3.0,5.0,0,Reinickendorf_Reinickendorf,97.8,0,"Rue du Commandant Jean Tulasne 4, 13405 Berlin, Germany",below_average
101,130.0,central_heating,0,0,40.0,530.0,1900.0,113134312,1,1,400.0,40.29,first_time_use,2,1,apartment,2.0,5.0,5.0,0,Oberschöneweide_Köpenick,70.3,0,"Gaußstraße 2, 12459 Berlin, Germany",below_average
102,87.35,floor_heating,0,1,32.1,1441.19,1980.0,106437749,1,1,1295.62,58.23,first_time_use,2,1,apartment,2.0,10.0,11.0,0,Friedrichshain_Friedrichshain,58.2,0,"Stralauer Platz 37/38, 10243 Berlin, Germany",above_average
103,55.0,floor_heating,1,1,40.0,873.4,2019.0,110408250,0,0,778.4,56.0,first_time_use,2,0,apartment,2.0,1.0,2.0,0,Karlshorst_Lichtenberg,40.0,0,"Robert-Siewert-Straße 55, 10318 Berlin, Germany",below_average
104,153.0,central_heating,0,1,40.0,950.0,1980.0,115658615,1,1,650.0,68.0,first_time_use,2,0,apartment,2.5,7.0,7.0,0,Buckow_Neukölln,87.8,0,"Alt-Buckow 23, 12349 Berlin, Germany",below_average
105,300.0,central_heating,0,1,40.0,1365.0,1900.0,113806419,1,1,1065.0,60.5,first_time_use_after_refurbishment,2,0,ground_floor,2.0,0.0,4.0,0,Wilmersdorf_Wilmersdorf,70.3,0,"Ringbahnstraße 12, 10711 Berlin, Germany",below_average
106,160.0,central_heating,0,1,10.0,1060.0,1917.0,42197499,1,1,900.0,77.0,fully_renovated,2,0,apartment,3.0,3.0,4.0,0,Lichtenberg_Lichtenberg,105.4,0,"Weitlingstraße 99, 10317 Berlin, Germany",below_average
107,124.18,central_heating,0,1,40.0,623.91,1958.0,107350025,0,0,450.59,58.77,first_time_use,2,0,apartment,2.0,1.0,3.0,0,Buckow_Neukölln,49.1,0,"Grüner Weg 96, 12351 Berlin, Germany",below_average
108,450.0,oil_heating,0,1,40.0,3850.0,1908.0,111099197,0,0,3400.0,224.0,fully_renovated,3,0,apartment,5.0,1.0,2.0,0,Lichterfelde_Steglitz,175.6,0,"Königsbergerstr. 14, 12207 Berlin, Germany",above_average
109,250.0,central_heating,0,1,2.4,1018.84,1981.0,107371663,1,1,693.84,96.5,fully_renovated,1,1,apartment,3.0,3.0,5.0,0,Wedding_Wedding,75.0,1,"Ruheplatzstraße 22, 13347 Berlin, Germany",below_average
110,60.3,floor_heating,0,1,32.1,693.45,1980.0,113372966,1,1,603.0,30.15,first_time_use,2,1,roof_storey,1.0,6.0,6.0,0,Niederschöneweide_Treptow,30.2,0,"Schnellerstraße 103, 12439 Berlin, Germany",below_average
111,168.0,central_heating,1,1,32.1,1061.92,2018.0,106750547,1,1,893.92,61.03,first_time_use,3,1,apartment,2.0,6.0,6.0,0,Friedrichsfelde_Lichtenberg,70.3,0,"Alfred-Kowalke-Straße 20, 10315 Berlin, Germany",below_average
112,110.0,wood_pellet_heating,1,1,32.1,995.1,2018.0,105943571,0,0,850.0,29.0,first_time_use,2,1,roof_storey,1.0,6.0,6.0,1,Wedding_Wedding,35.1,0,"Koloniestr. 11/12, 13357 Berlin, Germany",below_average
113,220.0,gas_heating,0,1,40.0,970.0,1980.0,115660650,1,1,750.0,70.0,first_time_use,1,0,apartment,2.5,3.0,4.0,0,Adlershof_Treptow,87.8,0,"Hoffmannstraße 15, 12489 Berlin, Germany",below_average
114,210.0,central_heating,0,0,2.4,859.0,1912.0,103349748,0,0,649.0,67.21,refurbished,3,0,apartment,2.5,3.0,4.0,0,Friedrichsfelde_Lichtenberg,100.0,0,"Alt-Friedrichsfelde 101, 10315 Berlin, Germany",below_average
115,0.0,central_heating,0,1,32.1,1350.0,1980.0,97712575,1,1,1350.0,40.0,mint_condition,2,1,apartment,2.0,3.0,8.0,0,Mitte_Mitte,70.3,0,"Köpenicker Straße 55, 10179 Berlin, Germany",above_average
116,165.0,central_heating,0,1,40.0,1415.0,1911.0,92993505,1,1,1250.0,87.0,mint_condition,2,0,apartment,3.0,2.0,3.0,1,Johannisthal_Treptow,80.0,0,"Johannes-Werner-Str. 23, 12487 Berlin, Germany",above_average
117,314.69,district_heating,0,1,10.0,1132.84,1970.0,107103317,0,0,818.15,105.16,first_time_use_after_refurbishment,2,1,apartment,3.5,1.0,5.0,0,Lichterfelde_Steglitz,99.7,0,"Celsiusstr. 56, 12207 Berlin, Germany",below_average
118,60.0,central_heating,0,1,10.0,900.0,1925.0,105851665,1,1,800.0,43.06,well_kept,2,0,ground_floor,2.0,2.0,4.0,1,Reinickendorf_Reinickendorf,40.0,0,"Romanshorner Weg 42, 13407 Berlin, Germany",below_average
119,80.0,central_heating,1,1,40.0,1220.0,2019.0,113000565,0,0,1060.0,53.02,first_time_use_after_refurbishment,2,0,other,2.0,0.0,2.0,0,Weißensee_Weißensee,80.0,0,"Bizestr. 127, 13088 Berlin, Germany",below_average
120,240.0,district_heating,0,1,40.0,1400.0,1980.0,113861346,1,1,1160.0,70.0,first_time_use,2,1,apartment,2.0,2.0,2.0,0,Prenzlauer_Berg_Prenzlauer_Berg,70.3,1,"Stargarder Str 57, 10437 Berlin, Germany",above_average
121,207.65,district_heating,0,1,40.0,732.84,1989.0,109941921,0,0,525.19,69.4,modernized,2,1,apartment,3.0,3.0,3.0,0,Hellersdorf_Hellersdorf,71.0,0,"Alte Hellersdorfer Str. 125, 12629 Berlin, Germany",below_average
122,90.0,self_contained_central_heating,0,0,40.0,571.77,1905.0,114761517,0,0,421.77,47.0,well_kept,3,0,ground_floor,1.0,0.0,3.0,0,Johannisthal_Treptow,60.0,0,"Königsheideweg 238, 12487 Berlin, Germany",below_average
123,130.0,central_heating,0,0,10.0,1229.0,1904.0,111349340,0,0,999.0,107.3,refurbished,3,0,apartment,3.0,3.0,4.0,0,Oberschöneweide_Köpenick,100.0,0,"Wilhelminenhofstraße 82 a, 12459 Berlin, Germany",below_average
124,419.0,central_heating,0,0,40.0,1989.0,1998.0,110981315,1,1,1570.0,93.0,first_time_use,2,1,apartment,3.0,4.0,6.0,0,Tiergarten_Tiergarten,105.4,0,"Rudolf-von-Gneist-Gasse 4, 10785 Berlin, Germany",above_average
125,146.11,central_heating,1,1,40.0,1996.9,2018.0,104990227,0,0,1704.68,97.41,first_time_use,3,1,roof_storey,3.0,6.0,6.0,0,Mitte_Mitte,146.1,1,"Boyenstraße 31, 10115 Berlin, Germany",above_average
126,250.0,district_heating,1,1,32.1,1845.0,2020.0,115708592,1,1,1595.0,82.75,mint_condition,2,1,apartment,3.0,1.0,7.0,0,Mitte_Mitte,105.4,0,"Wallstraße 18, 10179 Berlin, Germany",above_average
127,103.53,central_heating,0,1,40.0,594.0,1979.0,113866272,0,0,420.14,68.82,first_time_use,2,0,apartment,3.0,5.0,5.0,0,Marzahn_Marzahn,70.3,0,"Auersbergstraße 41, 12685 Berlin, Germany",below_average
128,295.0,central_heating,0,1,40.0,1453.82,1997.0,110766110,1,1,1158.82,113.61,well_kept,3,1,raised_ground_floor,4.0,0.0,6.0,0,Alt_Hohenschönhausen_Hohenschönhausen,140.5,1,"Plauener Str. 72, 13055 Berlin, Germany",above_average
129,216.1,district_heating,1,1,32.1,2544.58,2019.0,113365628,1,1,2220.43,108.05,first_time_use,3,1,apartment,4.0,4.0,5.0,0,Tiergarten_Tiergarten,108.0,1,"Heidestraße 19, 10557 Berlin, Germany",above_average
130,123.0,central_heating,0,0,40.0,1321.0,1906.0,111569014,0,0,1198.0,49.9,first_time_use,3,1,apartment,2.0,0.0,0.0,0,Prenzlauer_Berg_Prenzlauer_Berg,70.3,0,"Rykestr. 50, 10405 Berlin, Germany",above_average
131,130.0,district_heating,1,1,40.0,990.0,2019.0,114683163,1,1,860.0,48.0,first_time_use,1,1,apartment,1.5,3.0,5.0,0,Friedrichshain_Friedrichshain,52.7,0,"Erich-Nehlhans Straße 21, 10247 Berlin, Germany",below_average
