,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
153659,175.53,central_heating,False,False,40.0,564.97,1900.0,115216508,False,False,389.44,54.85,well_kept,no,False,apartment,2.0,2.0,5.0,False,Pankow_Pankow,82.28,0,"Mühlenstraße 75, 13187 Berlin, Germany"
153662,45.0,electric_heating,False,False,40.0,550.0,1910.0,110943312,False,True,425.0,45.0,first_time_use_after_refurbishment,no,False,apartment,1.0,3.0,4.0,False,Spandau_Spandau,80.0,0,"Achenbachstr. 8, 13585 Berlin, Germany"
153670,260.0,floor_heating,True,True,32.13564239968631,1340.0,2019.0,111416155,True,False,1080.0,90.2,first_time_use,negotiable,True,apartment,4.0,1.0,6.0,False,Neu_Hohenschönhausen_Hohenschönhausen,140.50645236337814,0,"Wartenberger Straße 40 B, 13053 Berlin, Germany"
153686,180.0,central_heating,True,True,10.0,1760.0,2017.0,104051535,False,True,1485.0,106.0,first_time_use,negotiable,True,apartment,3.0,0.0,4.0,True,Friedrichshagen_Köpenick,95.0,0,"Bölschestraße 62, 12587 Berlin, Germany"
153751,226.15,district_heating,False,False,2.4,759.41,1982.0,113666614,False,False,533.26,75.03,fully_renovated,no,True,apartment,4.0,15.0,5.0,False,Marzahn_Marzahn,59.43,0,"Mehrower Allee 36, 12687 Berlin, Germany"
153756,218.0,central_heating,True,True,32.13564239968631,1258.0,2019.0,113511690,True,True,1040.0,53.0,first_time_use,no,True,apartment,2.0,2.0,6.0,False,Mitte_Mitte,70.25322618168907,1,"Stallschreiberstraße 20, 10179 Berlin, Germany"
153768,55.0,central_heating,False,False,40.0,706.0,1888.0,110795965,False,True,606.0,40.0,well_kept,negotiable,False,apartment,1.0,5.0,5.0,False,Kreuzberg_Kreuzberg,45.0,0,"Blücherstr. 34, 10961 Berlin, Germany"
153822,73.0,central_heating,True,True,2.4,769.0,2018.0,106736261,True,True,612.0,56.0,first_time_use,no,False,apartment,2.0,3.0,3.0,False,Staaken_Spandau,84.0,0,"Seegefelder Weg 466, 13591 Berlin, Germany"
153829,150.0,central_heating,False,True,40.0,1999.0,1900.0,115216113,True,True,1699.0,94.17,well_kept,negotiable,True,apartment,2.0,5.0,5.0,False,Mitte_Mitte,150.0,0,"Schwedter Str. 244, 10435 Berlin, Germany"
153872,160.0,district_heating,False,True,10.0,1190.0,1910.0,110869680,False,True,1030.0,74.0,first_time_use_after_refurbishment,no,False,apartment,2.0,4.0,4.0,False,Charlottenburg_Charlottenburg,70.0,0,"Röntgenstr. 7 B, 10587 Berlin, Germany"
153897,520.0,central_heating,False,True,2.4,2210.0,1980.0,110186027,True,True,1690.0,102.0,refurbished,no,True,maisonette,2.0,9.0,10.0,False,Tiergarten_Tiergarten,70.25322618168907,0,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Germany"
153908,220.0,central_heating,False,True,10.0,2140.0,1918.0,106879567,False,True,1820.0,114.0,first_time_use,no,True,roof_storey,3.0,5.0,5.0,False,Friedrichshain_Friedrichshain,100.0,0,"Gärtnerstrasse 12, 10245 Berlin, Germany"
153962,95.0,central_heating,False,False,40.0,985.0,1997.0,115580704,True,False,795.0,83.19,fully_renovated,negotiable,True,apartment,2.0,3.0,4.0,True,Grünau_Köpenick,95.0,0,"Regattastraße 124, 12527 Berlin, Germany"
153985,110.0,self_contained_central_heating,False,True,10.0,765.0,1918.0,115708572,True,True,655.0,84.0,first_time_use_after_refurbishment,no,False,other,2.0,2.0,3.0,False,Wittenau_Reinickendorf,70.25322618168907,0,"Conradstraße 30, 13509 Berlin, Germany"
154026,100.0,district_heating,False,False,40.0,750.0,1980.0,110877806,True,False,650.0,50.0,first_time_use,negotiable,False,raised_ground_floor,2.0,1.0,3.0,False,Buch_Pankow,70.25322618168907,0,"Wiltbergstr. 50, 13125 Berlin, Germany"
154043,220.0,central_heating,False,True,40.0,1750.0,2012.0,110116634,True,True,1400.0,102.51,well_kept,negotiable,True,ground_floor,3.0,0.0,4.0,True,Wilmersdorf_Wilmersdorf,130.0,0,"Württembergische Str. 41B, 10707 Berlin, Germany"
154049,130.0,district_heating,False,True,40.0,1210.0,1997.0,111176724,False,True,980.0,76.32,well_kept,negotiable,False,ground_floor,3.0,2.0,3.0,True,Charlottenburg_Charlottenburg,100.0,0,"Kirchnerpfad  16, 13627 Berlin, Germany"
154078,160.0,central_heating,False,True,40.0,779.0,1910.0,73514941,False,False,619.0,65.62,modernized,negotiable,False,apartment,2.0,2.0,4.0,False,Friedrichsfelde_Lichtenberg,62.0,0,"Alt Friedrichsfelde 122, 10315 Berlin, Germany"
154079,230.0,floor_heating,True,True,40.0,1930.0,2019.0,115236276,False,True,1550.0,87.19,first_time_use,no,True,apartment,3.0,5.0,7.0,False,Wilmersdorf_Wilmersdorf,105.37983927253362,1,"Heilbronner Straße 10, 10711 Berlin, Germany"
154099,260.0,floor_heating,True,True,32.13564239968631,1630.0,2018.0,107337270,True,True,1370.0,101.0,first_time_use,no,True,apartment,2.0,2.0,4.0,False,Kreuzberg_Kreuzberg,70.25322618168907,0,"Markgrafenstraße ., 10969 Berlin, Germany"
154103,139.0,central_heating,False,False,40.0,1330.0,1980.0,109897265,False,False,1107.0,88.58,first_time_use_after_refurbishment,negotiable,False,apartment,2.0,3.0,5.0,False,Wedding_Wedding,71.0,0,"Soldiner Str. 35, 13359 Berlin, Germany"
154156,90.0,central_heating,False,True,40.0,697.52,1900.0,115614361,False,True,553.52,69.19,need_of_renovation,no,False,apartment,2.0,3.0,5.0,False,Friedrichshain_Friedrichshain,54.0,0,"Weserstraße 36, 10247 Berlin, Germany"
154157,565.0,district_heating,False,True,2.4,2555.0,1998.0,115205290,True,True,1990.0,125.49,fully_renovated,no,True,apartment,3.0,5.0,11.0,False,Tiergarten_Tiergarten,105.37983927253362,1,"Brüder-Grimm-Gasse 4, 10785 Berlin, Germany"
154165,110.0,central_heating,False,True,2.4,929.0,1962.0,110911903,False,False,759.0,64.0,modernized,negotiable,True,apartment,2.0,1.0,7.0,False,Schöneberg_Schöneberg,60.0,0,"Rubensstr. 56, 12157 Berlin, Germany"
154244,76.0,central_heating,False,False,40.0,546.0,1980.0,114882953,True,False,470.0,19.5,first_time_use,no,False,apartment,1.0,1.0,4.0,False,Wedding_Wedding,35.126613090844536,0,"Gerichtstraße 65-68, 13347 Berlin, Germany"
154298,0.0,central_heating,False,False,32.13564239968631,580.0,1980.0,113846531,True,False,560.0,16.0,well_kept,no,False,apartment,1.0,0.0,0.0,False,Charlottenburg_Charlottenburg,0.0,0,"Bismarckstrasse 0, 10627 Berlin, Germany"
154312,184.0,district_heating,False,True,40.0,1468.4,2016.0,112048194,False,False,1214.4,73.6,first_time_use,no,True,roof_storey,2.0,5.0,5.0,True,Adlershof_Treptow,70.25322618168907,0,"Dörpfeldstraße 1, 12489 Berlin, Germany"
154314,83.0,central_heating,False,True,40.0,921.31,1915.0,110737218,False,True,665.31,99.3,refurbished,negotiable,False,apartment,3.0,3.0,5.0,True,Alt_Hohenschönhausen_Hohenschönhausen,173.0,0,"Konrad-Wolf-Str. 99, 13055 Berlin, Germany"
154318,79.0,district_heating,False,True,40.0,528.0,1985.0,111155919,True,True,449.0,33.54,well_kept,no,False,apartment,1.0,3.0,6.0,False,Hellersdorf_Hellersdorf,40.0,0,"Kastanienallee 117, 12627 Berlin, Germany"
154324,300.0,floor_heating,False,False,10.0,2110.0,1955.0,106976525,True,True,1530.0,139.04,well_kept,negotiable,False,maisonette,3.0,2.0,3.0,False,Frohnau_Reinickendorf,280.0,1,"Ludolfinger Platz 7, 13465 Berlin, Germany"
154331,177.1,central_heating,True,True,40.0,1066.45,2019.0,111426086,False,False,889.35,77.0,first_time_use,no,False,apartment,3.0,3.0,3.0,False,Lichtenberg_Lichtenberg,105.37983927253362,0,"Klara-Weyl-Straße 25, 10365 Berlin, Germany"
154346,249.0,central_heating,False,True,40.0,2740.0,1906.0,111049878,False,False,2491.0,99.65,first_time_use,negotiable,False,apartment,4.0,2.0,0.0,False,Prenzlauer_Berg_Prenzlauer_Berg,140.50645236337814,0,"Rykestr. 50, 10405 Berlin, Germany"
154363,257.45,central_heating,False,True,40.0,819.45,1997.0,111082700,False,False,562.0,74.15,first_time_use,no,False,apartment,3.0,4.0,6.0,False,Niederschönhausen_Pankow,112.12,0,"Schillerstr. 2, 13156 Berlin, Germany"
154380,312.0,electric_heating,False,True,40.0,2092.0,2017.0,113836832,True,True,1780.0,90.0,mint_condition,no,True,apartment,2.0,2.0,7.0,False,Kreuzberg_Kreuzberg,70.25322618168907,0,"Alte Jakobstreet 48, 10179 Berlin, Germany"
154444,70.0,central_heating,False,True,40.0,1395.0,2000.0,38654623,True,False,1250.0,94.0,mint_condition,no,False,apartment,3.0,4.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,125.0,0,"Greifswalder Str. 201, 10405 Berlin, Germany"
154462,116.0,central_heating,True,False,32.13564239968631,890.0,2018.0,109777990,True,True,774.0,39.0,first_time_use,negotiable,False,ground_floor,1.0,1.0,6.0,False,Tiergarten_Tiergarten,35.126613090844536,1,"Lydia-Rabinowitsch-Straße 6, 10557 Berlin, Germany"
154477,370.0,floor_heating,True,True,32.13564239968631,1980.0,2019.0,115547031,True,False,1610.0,122.92,first_time_use,negotiable,False,apartment,5.0,1.0,3.0,False,Rosenthal_Pankow,175.63306545422267,1,"Nesselweg 17, 13158 Berlin, Germany"
154507,172.82,district_heating,False,True,10.0,991.93,2015.0,113864843,False,False,819.11,54.21,first_time_use,no,True,ground_floor,1.5,3.0,4.0,False,Treptow_Treptow,51.82,0,"Kiefholzstr. 403, 12435 Berlin, Germany"
154541,70.0,district_heating,False,True,40.0,1250.0,1930.0,113684559,True,False,1100.0,52.5,first_time_use,no,False,apartment,2.0,1.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,80.0,0,"Margarete-Walter-Straße 4, 10407 Berlin, Germany"
154590,75.0,self_contained_central_heating,False,True,10.0,944.0,1920.0,111406786,False,False,869.0,56.09,fully_renovated,no,False,apartment,2.0,1.0,5.0,False,Tiergarten_Tiergarten,70.25322618168907,0,"Waldstraße 55, 10551 Berlin, Germany"
154638,190.0,floor_heating,False,True,40.0,1685.0,1903.0,113180863,False,True,1495.0,129.6,first_time_use_after_refurbishment,no,False,raised_ground_floor,4.0,0.0,3.0,False,Grünau_Köpenick,140.50645236337814,1,"Schlierseestr. 11, 12527 Berlin, Germany"
154675,200.0,central_heating,True,True,40.0,1570.2532261816891,2017.0,106361672,True,True,1300.0,60.0,mint_condition,no,True,apartment,2.0,3.0,7.0,False,Wilmersdorf_Wilmersdorf,70.25322618168907,0,"Konstanzer Straße 12, 10707 Berlin, Germany"
154760,100.0,central_heating,False,True,40.0,679.0,1971.0,115523657,False,False,529.0,58.0,well_kept,negotiable,True,apartment,2.0,8.0,5.0,False,Friedrichsfelde_Lichtenberg,50.0,0,"Mellenseestr. 33, 10319 Berlin, Germany"
154849,200.0,central_heating,False,True,32.13564239968631,1200.0,1980.0,111400034,True,True,1000.0,93.0,first_time_use,no,False,apartment,3.0,4.0,4.0,True,Weißensee_Weißensee,105.37983927253362,0,"Thiesstraße X, 13086 Berlin, Germany"
154857,314.22,floor_heating,True,True,40.0,2147.17,2018.0,106364885,False,False,1832.95,105.0,first_time_use,no,False,apartment,3.0,0.0,4.0,False,Mitte_Mitte,105.37983927253362,1,"Boyenstraße 33, 10115 Berlin, Germany"
154877,290.0,floor_heating,False,True,32.13564239968631,1530.0,1935.0,114397663,True,False,1150.0,95.0,first_time_use_after_refurbishment,negotiable,False,terraced_flat,3.0,1.0,3.0,True,Staaken_Spandau,105.37983927253362,1,"Metropolitan Park 62, 13591 Berlin, Germany"
154903,94.29,central_heating,False,True,32.13564239968631,748.59,1995.0,111349996,True,True,573.39,63.71,well_kept,no,True,apartment,2.0,3.0,10.0,False,Adlershof_Treptow,80.91,0,"Handjerystraße ., 12489 Berlin, Germany"
154950,104.0,central_heating,False,False,10.0,327.0,1979.0,106057089,False,False,223.0,30.35,first_time_use,no,True,apartment,1.0,14.0,18.0,False,Alt_Hohenschönhausen_Hohenschönhausen,35.126613090844536,0,"Altenhofer Str. 40, 13055 Berlin, Germany"
154970,580.0,floor_heating,False,True,40.0,3030.0,1918.0,115420878,True,True,2450.0,193.5,mint_condition,negotiable,False,maisonette,5.0,1.0,2.0,False,Buch_Pankow,175.63306545422267,1,"Wiltbergstraße 90, 13125 Berlin, Germany"
154977,280.0,district_heating,False,True,40.0,2069.0,1969.0,111263872,True,False,1599.0,201.0,modernized,negotiable,True,apartment,4.0,13.0,5.0,False,Charlottenburg_Charlottenburg,190.0,0,"Angerburger Allee 47, 14055 Berlin, Germany"
155025,274.43,central_heating,False,False,40.0,1222.43,1971.0,83496376,False,False,948.0,79.0,fully_renovated,negotiable,True,apartment,3.0,1.0,6.0,False,Schöneberg_Schöneberg,105.37983927253362,0,"Grunewaldstraße 49, 10825 Berlin, Germany"
155029,313.0,district_heating,False,True,10.0,1999.6,2015.0,85029910,True,True,1686.6,112.44,mint_condition,no,True,apartment,3.0,6.0,7.0,False,Tiergarten_Tiergarten,105.37983927253362,1,"Flottwellstr. 44, 10785 Berlin, Germany"
155037,220.0,district_heating,False,True,10.0,1620.0,1930.0,111023992,True,False,1400.0,104.0,first_time_use_after_refurbishment,no,False,raised_ground_floor,3.5,0.0,4.0,False,Wilmersdorf_Wilmersdorf,122.94314581795588,0,"Sodener Straße 0, 14197 Berlin, Germany"
155044,182.46,district_heating,False,True,40.0,728.78,1980.0,113785555,False,False,546.32,68.26,first_time_use_after_refurbishment,no,True,apartment,3.0,9.0,5.0,False,Marzahn_Marzahn,56.31,0,"Poelchaustr. 20, 12681 Berlin, Germany"
155096,150.0,combined_heat_and_power_plant,False,True,10.0,2000.0,1980.0,111042003,True,False,1700.0,150.0,first_time_use,negotiable,True,roof_storey,3.0,4.0,4.0,False,Tegel_Reinickendorf,150.0,0,"Schlieperstr. 12, 13507 Berlin, Germany"
155115,200.0,floor_heating,True,True,32.13564239968631,1743.83,2019.0,111414170,False,True,1543.83,83.45,first_time_use,no,True,apartment,4.0,5.0,6.0,False,Friedrichshain_Friedrichshain,140.50645236337814,1,"Kopernikusstraße 25a, 10247 Berlin, Germany"
155128,115.0,central_heating,True,True,32.13564239968631,623.0,2018.0,106539745,True,False,508.0,23.0,first_time_use,no,True,apartment,1.0,4.0,6.0,False,Schöneberg_Schöneberg,35.126613090844536,0,"Wexstraße 13-15, 10715 Berlin, Germany"
155228,134.58,central_heating,True,False,32.13564239968631,819.0,2018.0,111958128,True,False,684.42,24.47,first_time_use,no,True,apartment,1.0,6.0,4.0,True,Mitte_Mitte,35.126613090844536,0,"Michaelkirchstraße 21, 10179 Berlin, Germany"
155261,200.0,central_heating,False,True,32.13564239968631,2020.65,1911.0,88653722,False,False,1570.65,145.0,well_kept,no,True,apartment,4.0,4.0,4.0,False,Schöneberg_Schöneberg,250.0,0,"Innsbrucker Strasse 37, 10825 Berlin, Germany"
155353,103.04,central_heating,False,True,40.0,557.53,1977.0,115625926,False,False,382.21,60.19,first_time_use,no,False,apartment,2.0,5.0,5.0,False,Wedding_Wedding,72.28,0,"Lortzingstraße 25, 13355 Berlin, Germany"
155362,200.0,central_heating,False,True,40.0,1285.3798392725337,1912.0,107381485,False,False,980.0,86.0,fully_renovated,no,False,apartment,3.0,1.0,5.0,False,Wedding_Wedding,105.37983927253362,0,"Türkenstr. 25a, 13349 Berlin, Germany"
155378,217.0,central_heating,False,False,10.0,854.0,1930.0,89158084,False,False,637.0,60.58,first_time_use,no,False,apartment,3.0,2.0,0.0,False,Friedrichsfelde_Lichtenberg,105.37983927253362,0,"Kraetkestraße 14, 10315 Berlin, Germany"
155399,90.0,central_heating,False,True,40.0,1008.9,2014.0,105364630,False,False,818.9,86.2,well_kept,negotiable,False,apartment,3.0,2.0,3.0,False,Karlshorst_Lichtenberg,100.0,0,"Hentigstraße 30, 10318 Berlin, Germany"
155478,100.0,district_heating,False,True,10.0,1300.0,1969.0,111008005,True,True,1140.0,63.62,modernized,no,True,apartment,2.0,2.0,10.0,False,Mitte_Mitte,60.0,0,"Holzmarktstraße 65, 10179 Berlin, Germany"
155486,206.32,oil_heating,True,True,40.0,3367.73,2019.0,114778594,False,False,2995.02,166.39,first_time_use,negotiable,True,roof_storey,4.0,5.0,5.0,False,Kreuzberg_Kreuzberg,166.39,0,"Jüterboger Straße 6, 10965 Berlin, Germany"
155520,200.0,self_contained_central_heating,False,True,40.0,1600.0,1905.0,113839469,True,False,1400.0,75.0,first_time_use_after_refurbishment,no,False,roof_storey,2.5,5.0,5.0,False,Schöneberg_Schöneberg,87.81653272711134,0,"Traunsteiner Straße 8, 10781 Berlin, Germany"
155538,99.56,floor_heating,True,True,32.13564239968631,1449.24,2019.0,114271550,True,True,1299.9,54.05,first_time_use,negotiable,True,apartment,2.0,4.0,7.0,False,Mitte_Mitte,49.78,1,"Zimmerstraße 92, 10969 Berlin, Germany"
155585,235.0,central_heating,False,True,40.0,1150.0,1900.0,115691784,True,True,915.0,87.84,fully_renovated,negotiable,False,roof_storey,3.0,4.0,4.0,True,Reinickendorf_Reinickendorf,135.0,0,"Pankower Allee 90, 13409 Berlin, Germany"
155634,211.34,floor_heating,False,True,40.0,2559.19,2017.0,113502304,True,False,2242.84,123.54,mint_condition,no,True,penthouse,4.0,5.0,6.0,False,Mitte_Mitte,105.01,0,"Chausseestraße  39A, 10115 Berlin, Germany"
155662,90.0,central_heating,False,True,40.0,689.0,1968.0,111415891,True,False,599.0,39.12,well_kept,negotiable,False,apartment,1.0,1.0,5.0,False,Lichterfelde_Steglitz,40.0,0,"Fahrenheitstraße 32, 12207 Berlin, Germany"
155665,149.4,central_heating,False,False,40.0,599.0,1980.0,115628698,True,False,449.6,21.97,first_time_use,no,False,ground_floor,1.0,0.0,5.0,True,Oberschöneweide_Köpenick,35.126613090844536,0,"Schillerpromenade 1, 12459 Berlin, Germany"
155671,420.0,district_heating,False,False,10.0,2466.0,2016.0,106963525,False,True,2046.0,93.0,first_time_use,no,True,apartment,2.0,3.0,8.0,False,Mitte_Mitte,70.25322618168907,0,"Französische Straße 56-60, 10117 Berlin, Germany"
155682,118.0,central_heating,False,True,40.0,1193.3,1929.0,112886057,False,True,1026.3,68.42,first_time_use,no,False,apartment,2.5,2.0,5.0,False,Steglitz_Steglitz,49.0,0,"Elisenstr. 20, 12169 Berlin, Germany"
155690,170.0,night_storage_heater,False,True,40.0,766.43,1975.0,113662860,False,False,506.43,74.0,well_kept,negotiable,True,apartment,2.5,6.0,17.0,False,Staaken_Spandau,90.0,0,"Obstallee 24, 13593 Berlin, Germany"
155737,202.0,floor_heating,False,True,10.0,890.0,1937.0,107331294,True,False,688.0,59.82,mint_condition,negotiable,True,apartment,2.0,1.0,6.0,False,Lichterfelde_Steglitz,70.25322618168907,0,"Platz des 4 Juli 6, 14167 Berlin, Germany"
155749,50.0,central_heating,False,True,40.0,960.0,1980.0,115312089,True,False,910.0,16.0,modernized,no,False,apartment,1.0,3.0,4.0,False,Charlottenburg_Charlottenburg,35.126613090844536,0,"Tauroggener Straße 35b, 10589 Berlin, Germany"
155753,130.0,central_heating,False,False,10.0,1130.0,1980.0,110623034,True,True,1000.0,55.0,first_time_use,no,False,apartment,2.0,2.0,4.0,False,Tiergarten_Tiergarten,70.25322618168907,0,"Emdenerstr 18, 10551 Berlin, Germany"
155779,110.0,district_heating,False,False,40.0,739.0,1979.0,106852236,False,True,629.0,49.24,modernized,no,True,apartment,2.0,6.0,4.0,False,Friedrichsfelde_Lichtenberg,60.0,0,"Alt-Friedrichsfelde 73, 10315 Berlin, Germany"
155782,239.0,central_heating,False,False,40.0,2099.12,2013.0,95511347,True,False,1791.12,127.91,mint_condition,no,True,apartment,4.0,0.0,4.0,False,Charlottenburg_Charlottenburg,69.0,0,"Fraunhoferstraße  21, 10587 Berlin, Germany"
155788,108.0,central_heating,False,True,40.0,725.0,1980.0,114959551,True,False,617.0,30.87,first_time_use,no,True,apartment,1.0,9.0,5.0,False,Mitte_Mitte,35.126613090844536,0,"Wadzeckstraße 4, 10178 Berlin, Germany"
155802,240.0,district_heating,False,True,10.0,1439.56,1982.0,111383533,False,True,1199.56,101.83,fully_renovated,no,True,ground_floor,4.0,0.0,5.0,False,Charlottenburg_Charlottenburg,140.50645236337814,1,"Krumme Str. 86, 10585 Berlin, Germany"
155880,136.65,district_heating,False,True,40.0,617.03,1987.0,107316424,False,True,418.74,71.0,first_time_use,no,False,ground_floor,2.0,1.0,5.0,False,Hellersdorf_Hellersdorf,61.64,0,"Martin-Riesenburger-Straße 19, 12627 Berlin, Germany"
155896,520.0,central_heating,False,True,10.0,1995.3798392725337,1980.0,110128062,False,False,1370.0,112.0,modernized,no,True,apartment,3.0,4.0,5.0,False,Charlottenburg_Charlottenburg,105.37983927253362,0,"Meerscheidtstraße 4, 14057 Berlin, Germany"
155930,116.4,central_heating,False,False,40.0,1312.9,1939.0,114234668,False,False,1049.75,83.98,well_kept,negotiable,True,apartment,3.0,3.0,5.0,False,Zehlendorf_Zehlendorf,146.75,0,"Kilstetter Straße 14, 14167 Berlin, Germany"
155938,338.0,central_heating,False,True,2.4,1218.0,1972.0,115231343,False,False,880.0,101.0,fully_renovated,yes,True,apartment,4.0,5.0,5.0,False,Tempelhof_Tempelhof,140.50645236337814,0,"Burgemeister Straße 84, 12099 Berlin, Germany"
155939,426.0,central_heating,False,True,2.4,2416.0,1906.0,113119651,True,True,1990.0,209.0,fully_renovated,no,True,roof_storey,5.0,5.0,5.0,False,Charlottenburg_Charlottenburg,175.63306545422267,0,"Kaiserdamm 89, 14057 Berlin, Germany"
155943,110.0,gas_heating,False,False,10.0,573.25,1905.0,89181012,False,False,463.25,54.5,refurbished,negotiable,False,apartment,2.0,2.0,4.0,False,Niederschönhausen_Pankow,70.0,1,"Blankenburger Str. 50, 13156 Berlin, Germany"
156000,70.0,central_heating,False,False,40.0,699.0,1928.0,115335095,False,False,569.0,60.0,well_kept,negotiable,False,apartment,2.0,4.0,5.0,False,Oberschöneweide_Köpenick,60.0,0,"Wilhelminenhofstr. 82a, 12459 Berlin, Germany"
156034,72.0,central_heating,False,False,40.0,697.3,1900.0,115707411,True,True,579.3,61.69,fully_renovated,negotiable,False,apartment,2.0,3.0,3.0,False,Reinickendorf_Reinickendorf,46.0,0,"Scharnweberstraße 113, 13405 Berlin, Germany"
156042,172.0,floor_heating,True,True,32.13564239968631,1635.0,2019.0,111372095,True,True,1343.0,74.0,first_time_use,negotiable,True,apartment,3.5,3.0,5.0,False,Neukölln_Neukölln,120.0,1,"Glasower Straße 30, 12051 Berlin, Germany"
156044,60.0,district_heating,False,False,40.0,337.02,1963.0,115635160,False,False,227.02,38.0,well_kept,negotiable,False,apartment,1.0,1.0,2.0,False,Charlottenburg_Charlottenburg,50.0,0,"Kaiserdamm 112, 14057 Berlin, Germany"
156059,120.0,district_heating,False,False,40.0,674.8,1917.0,115658010,False,False,464.8,71.0,well_kept,negotiable,False,apartment,2.0,4.0,5.0,False,Tiergarten_Tiergarten,90.0,0,"Huttenstr. 39, 10553 Berlin, Germany"
156070,161.25,central_heating,True,True,32.13564239968631,1290.0,2019.0,115671561,False,True,967.5,64.5,first_time_use,negotiable,True,apartment,3.0,1.0,4.0,False,Reinickendorf_Reinickendorf,161.25,0,"Reginhardstr. 16a, 13409 Berlin, Germany"
156116,157.0,central_heating,False,True,40.0,653.23,1977.0,115271271,False,False,465.23,69.54,first_time_use,no,False,apartment,2.0,5.0,4.0,False,Spandau_Spandau,31.0,0,"Hinter den Gärten 14, 13589 Berlin, Germany"
156177,202.0,central_heating,True,True,40.0,1145.0,2019.0,110180790,True,True,943.0,69.5,first_time_use,no,True,apartment,2.0,0.0,5.0,True,Biesdorf_Marzahn,70.25322618168907,0,"Fortunaallee 15-19, 12683 Berlin, Germany"
156224,414.0,floor_heating,True,True,32.13564239968631,3105.0,2017.0,107357077,True,False,2691.0,138.0,first_time_use,no,True,roof_storey,6.0,5.0,5.0,False,Charlottenburg_Charlottenburg,207.0,0,"Sophie-Charlotten-Straße 54, 14057 Berlin, Germany"
156235,200.0,central_heating,True,True,40.0,1550.0,2019.0,114396251,True,True,1350.0,70.0,first_time_use,negotiable,True,apartment,3.0,2.0,6.0,False,Kreuzberg_Kreuzberg,70.0,0,"Stallschreiber Straße 32 a, 10179 Berlin, Germany"
156246,187.0,self_contained_central_heating,False,True,40.0,1030.0,1928.0,115471738,False,False,796.0,67.76,first_time_use_after_refurbishment,negotiable,False,apartment,2.5,2.0,3.0,False,Tempelhof_Tempelhof,47.0,0,"Gottlieb-Dunkel-Str. 55A, 12099 Berlin, Germany"
156289,260.0,self_contained_central_heating,False,True,40.0,1859.0,1900.0,112641712,False,False,1599.0,145.0,modernized,negotiable,False,roof_storey,4.0,5.0,5.0,False,Wedding_Wedding,140.50645236337814,0,"Pankstr. 80, 13357 Berlin, Germany"
156307,150.0,central_heating,False,True,10.0,1450.0,1900.0,106666277,True,True,1300.0,79.0,well_kept,negotiable,False,roof_storey,3.0,5.0,5.0,True,Kreuzberg_Kreuzberg,105.37983927253362,0,"Muskauer Straße 12, 10997 Berlin, Germany"
156340,151.0,district_heating,False,True,40.0,1634.95,2007.0,111840951,True,False,1368.95,95.0,negotiable,no,False,apartment,4.0,2.0,6.0,False,Lankwitz_Steglitz,115.0,1,"Langkofelweg 5, 12247 Berlin, Germany"
156411,35.0,oil_heating,False,True,32.13564239968631,559.0,1930.0,83884796,False,False,499.0,35.05,refurbished,negotiable,True,apartment,1.0,2.0,5.0,False,Lichterfelde_Steglitz,25.0,0,"Unter den Eichen 63, 12205 Berlin, Germany"
156427,243.0,district_heating,False,True,10.0,1144.0,1956.0,107315743,False,False,901.0,90.1,well_kept,no,False,apartment,3.0,2.0,2.0,False,Zehlendorf_Zehlendorf,99.0,0,"Argentinische Allee 251, 14169 Berlin, Germany"
156462,250.0,district_heating,True,True,40.0,1760.0,2019.0,109547080,True,True,1510.0,90.55,first_time_use,no,True,apartment,3.0,1.0,5.0,False,Mitte_Mitte,105.37983927253362,0,"Stallschreiber Str. 24, 10179 Berlin, Germany"
156474,66.0,central_heating,False,True,32.13564239968631,1286.0,1980.0,111408572,False,False,1120.0,64.0,first_time_use,no,True,roof_storey,2.0,5.0,5.0,False,Friedrichshain_Friedrichshain,100.0,0,"Seumestr. 27/28, 10247 Berlin, Germany"
156478,64.48,central_heating,False,True,40.0,379.3,1988.0,113499280,False,False,284.48,37.93,refurbished,negotiable,True,apartment,1.0,6.0,7.0,False,Hellersdorf_Hellersdorf,30.34,0,"Luckenwalder Straße 31, 12629 Berlin, Germany"
156639,70.0,heat_pump,False,False,32.13564239968631,520.0,2017.0,108616312,True,False,450.0,38.0,first_time_use,no,False,apartment,1.5,1.0,3.0,False,Marzahn_Marzahn,0.0,0,"Bitterfelder Str. 27, 12681 Berlin, Germany"
156644,50.0,central_heating,False,True,32.13564239968631,830.0,1980.0,115566052,True,False,780.0,18.0,modernized,no,False,apartment,1.0,4.0,5.0,False,Tiergarten_Tiergarten,35.126613090844536,0,"Klara Franke Straße 12, 10557 Berlin, Germany"
156645,720.0,central_heating,False,True,40.0,4620.0,2012.0,111212065,True,True,3900.0,150.0,mint_condition,no,True,apartment,3.0,4.0,3.0,False,Tiergarten_Tiergarten,105.37983927253362,0,"Gabriele-Tergit-Promenade 17, 10963 Berlin, Germany"
