,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
212347,407.0,central_heating,False,True,40.0,3357.0,2016.0,113128206,True,True,2950.0,140.0,mint_condition,no,True,maisonette,5.0,4.0,5.0,True,Wilmersdorf_Wilmersdorf,175.63306545422267,0,"Aschaffenburger Str 23a, 10779 Berlin, Germany"
212379,132.28,district_heating,True,True,40.0,1339.34,2019.0,114754300,True,True,1140.92,66.14,first_time_use,negotiable,True,ground_floor,2.0,3.0,5.0,False,Tiergarten_Tiergarten,66.14,0,"Heidestraße 19, 10557 Berlin, Germany"
212434,53.0,central_heating,False,True,40.0,594.3,1991.0,81683888,True,True,501.3,45.49,fully_renovated,negotiable,False,apartment,1.0,4.0,5.0,False,Niederschönhausen_Pankow,40.0,0,"Grabbeallee 62b, 13156 Berlin, Germany"
212488,90.0,central_heating,True,True,32.13564239968631,935.0,2018.0,105132635,True,True,781.0,55.97,first_time_use,negotiable,True,apartment,2.0,1.0,2.0,False,Marienfelde_Tempelhof,64.0,0,"Marienfelder Allee 85, 12277 Berlin, Germany"
212510,375.0,central_heating,False,True,40.0,3095.0,1905.0,106664073,True,True,2720.0,170.0,fully_renovated,no,True,apartment,5.5,4.0,5.0,False,Charlottenburg_Charlottenburg,193.19637199964495,0,"Witzlebenstraße 2, 14057 Berlin, Germany"
212543,94.0,floor_heating,False,True,32.13564239968631,803.0,1980.0,113113812,True,True,639.0,58.79,first_time_use,negotiable,True,apartment,2.0,3.0,7.0,False,Hellersdorf_Hellersdorf,70.0,0,"Martin-Riesenburger-Straße 40, 12627 Berlin, Germany"
212570,188.38,central_heating,False,True,2.4,1492.38,1980.0,109913910,True,True,1250.0,68.0,first_time_use_after_refurbishment,no,False,apartment,2.0,0.0,1.0,False,Dahlem_Zehlendorf,54.0,1,"Auf dem Grat 00, 14195 Berlin, Germany"
212604,270.0,central_heating,True,True,40.0,2170.0,2019.0,108750594,True,True,1900.0,96.92,first_time_use,no,True,apartment,3.0,2.0,2.0,False,Mitte_Mitte,100.0,0,"Rungestr 6 a, 10179 Berlin, Germany"
212655,120.18,floor_heating,False,True,40.0,1393.38,1907.0,115466871,True,True,1192.38,85.17,well_kept,negotiable,False,terraced_flat,3.0,0.0,5.0,False,Wedding_Wedding,80.82,0,"Kameruner Straße 17, 13351 Berlin, Germany"
212660,60.0,self_contained_central_heating,False,True,40.0,410.0,1900.0,64825507,False,False,350.0,35.0,modernized,negotiable,False,apartment,1.0,1.0,3.0,False,Reinickendorf_Reinickendorf,0.0,0,"Schwartzstraße 7, 13409 Berlin, Germany"
212672,353.93,floor_heating,False,True,2.4,1593.08,2015.0,108373243,True,False,1239.15,75.1,mint_condition,yes,True,terraced_flat,2.0,3.0,7.0,True,Mitte_Mitte,70.25322618168907,1,"Voßstr. 26, 10117 Berlin, Germany"
212708,120.0,district_heating,False,False,10.0,890.0,1980.0,113747875,True,True,770.0,58.0,first_time_use_after_refurbishment,yes,False,other,2.0,5.0,5.0,True,Tegel_Reinickendorf,70.25322618168907,0,"Veitstrasse 45, 13507 Berlin, Germany"
212730,150.0,central_heating,False,True,40.0,1426.0,2011.0,43802526,True,True,1176.0,102.28,well_kept,negotiable,False,roof_storey,3.0,3.0,3.0,True,Friedrichshagen_Köpenick,100.0,0,"Bölschestraße 17, 12587 Berlin, Germany"
212754,150.0,central_heating,False,True,40.0,2269.0,1900.0,113616600,False,False,1999.0,102.92,first_time_use_after_refurbishment,yes,False,apartment,4.0,4.0,5.0,False,Schöneberg_Schöneberg,120.0,0,"Gustav-Müller-Platz 8, 10829 Berlin, Germany"
212781,85.0,central_heating,False,True,10.0,499.0,1900.0,107334201,False,False,414.0,40.77,modernized,negotiable,False,apartment,1.0,3.0,7.0,False,Reinickendorf_Reinickendorf,26.0,0,"Letteallee 87, 13409 Berlin, Germany"
212783,88.86,central_heating,False,False,40.0,429.33,1951.0,115691794,False,False,299.9,47.4,first_time_use,no,False,apartment,1.0,1.0,4.0,False,Wedding_Wedding,40.57,0,"Reinickendorfer Straße 59 A, 13347 Berlin, Germany"
212801,245.0,district_heating,False,True,10.0,1014.0,1997.0,112920072,True,True,769.0,84.77,modernized,no,True,apartment,3.0,4.0,3.0,False,Hellersdorf_Hellersdorf,150.0,0,"Fritz-Lang-Straße 3, 12627 Berlin, Germany"
212810,100.0,central_heating,False,False,40.0,1195.0,1908.0,111041913,True,True,995.0,78.0,first_time_use,no,False,roof_storey,3.0,0.0,2.0,True,Karlshorst_Lichtenberg,100.0,0,"Junker-Jörg-Str. 31, 10318 Berlin, Germany"
212859,145.0,central_heating,False,False,40.0,1448.0,1918.0,105944758,False,False,1179.0,98.27,first_time_use_after_refurbishment,negotiable,False,ground_floor,3.0,0.0,4.0,False,Weißensee_Weißensee,124.0,0,"Börnestraße 11, 13086 Berlin, Germany"
212861,90.0,central_heating,False,False,10.0,940.0,1910.0,107335316,True,True,850.0,52.0,first_time_use_after_refurbishment,no,False,apartment,2.0,2.0,3.0,False,Wedding_Wedding,70.25322618168907,0,"Togostraße 75, 13351 Berlin, Germany"
212894,220.0,central_heating,False,True,32.13564239968631,1499.0,1900.0,110773618,False,False,1149.0,144.0,well_kept,negotiable,False,apartment,5.0,3.0,5.0,False,Johannisthal_Treptow,130.0,0,"Lindhorstweg 55/57, 12487 Berlin, Germany"
212914,184.0,gas_heating,False,True,40.0,913.0,1994.0,112901389,False,True,729.0,61.71,first_time_use,no,False,apartment,2.0,2.0,5.0,False,Baumschulenweg_Treptow,101.0,0,"Mörikestraße 36, 12437 Berlin, Germany"
212937,50.0,district_heating,False,True,40.0,342.28,1918.0,115650233,False,False,252.28,29.0,well_kept,negotiable,False,apartment,1.0,4.0,5.0,False,Charlottenburg_Charlottenburg,40.0,0,"Kantstr. 122, 10625 Berlin, Germany"
213085,210.5,central_heating,False,False,40.0,1035.29,1993.0,111380630,False,False,710.16,97.79,first_time_use,no,False,apartment,3.0,4.0,4.0,False,Wedding_Wedding,114.63,0,"Reinickendorfer Straße 59 B, 13347 Berlin, Germany"
213116,174.78,combined_heat_and_power_plant,False,True,40.0,1941.28,2014.0,115472678,True,True,1699.0,135.85,first_time_use,no,True,roof_storey,3.0,6.0,4.0,False,Lichtenberg_Lichtenberg,67.5,0,"Lückstr. 74, 10317 Berlin, Germany"
213124,80.42,central_heating,False,True,40.0,1267.57,1899.0,111412446,False,True,1149.45,50.26,first_time_use,negotiable,False,roof_storey,2.0,5.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,37.7,0,"Stargarder Str. 59, 10437 Berlin, Germany"
213126,180.0,central_heating,False,True,40.0,860.0,1980.0,115170923,False,True,680.0,64.5,first_time_use,negotiable,False,raised_ground_floor,2.0,0.0,3.0,False,Mariendorf_Tempelhof,70.25322618168907,0,"Schützenstr. 18, 12105 Berlin, Germany"
213130,109.92,floor_heating,False,True,32.13564239968631,896.92,1980.0,111391880,True,True,732.04,54.96,mint_condition,negotiable,True,apartment,2.0,1.0,5.0,False,Oberschöneweide_Köpenick,54.96,0,"Tabbertstraße 6B, 12459 Berlin, Germany"
213156,60.0,district_heating,False,True,40.0,690.0,1980.0,114979404,True,True,555.0,55.03,first_time_use,no,True,apartment,1.5,1.0,4.0,False,Alt_Hohenschönhausen_Hohenschönhausen,75.0,0,"Plauener Str. 89 c, 13055 Berlin, Germany"
213173,75.71,central_heating,False,False,40.0,307.5,1985.0,115688562,False,False,231.79,32.5,first_time_use,no,False,apartment,1.0,3.0,7.0,False,Neu_Hohenschönhausen_Hohenschönhausen,35.126613090844536,0,"Ribnitzer Str. 29, 13051 Berlin, Germany"
213178,185.0,central_heating,False,True,40.0,2055.0,1980.0,111363402,False,False,1700.0,140.51,first_time_use_after_refurbishment,negotiable,True,apartment,4.0,1.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,170.0,0,"Greifswalder Str. 167, 10409 Berlin, Germany"
213185,300.0,central_heating,False,False,40.0,1980.0,1912.0,110549708,False,True,1680.0,105.4,first_time_use_after_refurbishment,no,False,raised_ground_floor,3.0,2.0,5.0,True,Charlottenburg_Charlottenburg,150.0,0,"Riehlstr. 9, 14057 Berlin, Germany"
213196,120.0,self_contained_central_heating,False,False,40.0,1120.0,1910.0,106716283,True,True,1000.0,73.44,refurbished,no,False,apartment,2.0,1.0,5.0,False,Neukölln_Neukölln,70.25322618168907,0,"Karl-Marx-Straße 208, 12055 Berlin, Germany"
213216,150.0,central_heating,False,True,40.0,1340.0,1906.0,113769233,True,False,1075.0,97.61,well_kept,no,False,apartment,3.0,3.0,4.0,False,Steglitz_Steglitz,115.0,0,"Rothenburgstraße 44, 12163 Berlin, Germany"
213219,230.0,floor_heating,True,True,40.0,1430.0,2018.0,110997880,True,True,1200.0,77.14,first_time_use,no,True,apartment,3.0,6.0,7.0,True,Wilmersdorf_Wilmersdorf,105.37983927253362,1,"Durlacher Str. 3, 10715 Berlin, Germany"
213271,143.35,self_contained_central_heating,False,True,40.0,672.76,1936.0,112413787,False,True,529.41,62.74,well_kept,no,False,apartment,2.0,3.0,6.0,False,Lankwitz_Steglitz,70.25322618168907,0,"Reginenweg 15, 12247 Berlin, Germany"
213288,130.0,central_heating,False,True,10.0,1629.0,2013.0,112816129,True,False,1499.0,52.0,well_kept,negotiable,True,apartment,2.0,6.0,8.0,False,Mitte_Mitte,70.25322618168907,0,"Chausseestr. 108, 10115 Berlin, Germany"
213313,0.0,self_contained_central_heating,False,True,40.0,950.0,1980.0,111398144,False,True,850.0,72.0,first_time_use_after_refurbishment,no,False,other,2.0,1.0,1.0,False,Zehlendorf_Zehlendorf,100.0,0,"Walterhöferstr. 30 30, 14165 Berlin, Germany"
213331,66.56,central_heating,False,True,40.0,432.64,1985.0,73988650,False,True,332.8,41.6,first_time_use,negotiable,False,apartment,2.0,1.0,5.0,False,Hellersdorf_Hellersdorf,33.28,0,"Alte Hellersdorfer Straße 94, 12629 Berlin, Germany"
213333,333.0,floor_heating,False,True,10.0,1844.0,2015.0,111213855,True,False,1510.0,111.2,mint_condition,negotiable,True,penthouse,2.0,4.0,4.0,False,Lichterfelde_Steglitz,70.25322618168907,0,"Billy Wilder Promenade 13, 14167 Berlin, Germany"
213380,105.0,central_heating,False,True,2.4,699.0,1969.0,111307359,True,False,529.0,55.0,modernized,negotiable,False,apartment,2.0,0.0,7.0,False,Reinickendorf_Reinickendorf,65.0,1,"Lindauer Allee 46, 13407 Berlin, Germany"
213395,450.0,self_contained_central_heating,False,True,10.0,4650.0,1913.0,111337444,True,True,4200.0,235.0,first_time_use_after_refurbishment,no,True,apartment,6.0,2.0,2.0,False,Charlottenburg_Charlottenburg,210.75967854506723,0,"Stormstrasse 4, 14050 Berlin, Germany"
213404,200.0,self_contained_central_heating,False,True,40.0,1606.0,1980.0,111351249,False,False,1406.0,112.53,fully_renovated,negotiable,False,apartment,4.0,2.0,3.0,False,Weißensee_Weißensee,140.50645236337814,0,"Berliner Allee 83, 13088 Berlin, Germany"
213405,96.0,gas_heating,False,False,40.0,780.0,2015.0,112067009,False,True,604.0,68.66,well_kept,negotiable,False,ground_floor,2.0,0.0,4.0,False,Marienfelde_Tempelhof,80.0,0,"Malteserstr. 154, 12277 Berlin, Germany"
213456,175.82,central_heating,False,True,40.0,1010.53,1987.0,110257557,False,False,801.06,74.86,well_kept,no,True,other,3.0,1.0,3.0,False,Kreuzberg_Kreuzberg,33.65,1,"Wilhemstraße 113, 10963 Berlin, Germany"
213496,260.37,district_heating,False,True,40.0,818.37,1987.0,113649250,False,True,558.0,90.0,modernized,no,False,apartment,3.0,4.0,5.0,False,Hellersdorf_Hellersdorf,65.34,0,"Johannes-Bobrowski-Str. 13, 12627 Berlin, Germany"
213527,212.055,central_heating,False,True,40.0,1712.5614523633783,1936.0,114288332,False,False,1360.0,129.53,first_time_use_after_refurbishment,negotiable,False,terraced_flat,4.0,1.0,2.0,False,Malchow_Hohenschönhausen,140.50645236337814,0,"Wanensteig 16, 13088 Berlin, Germany"
213536,199.0,central_heating,False,True,40.0,1596.48,1990.0,114689541,True,True,1335.48,107.25,well_kept,negotiable,False,maisonette,3.0,2.0,3.0,False,Hermsdorf_Reinickendorf,62.0,0,"Drewitzer Straße 54, 13467 Berlin, Germany"
213602,153.195,district_heating,False,True,32.13564239968631,1200.0,1980.0,106953817,False,True,1200.0,55.0,well_kept,negotiable,True,other,2.0,4.0,4.0,True,Mitte_Mitte,70.25322618168907,0,"Neue Schönhauser Straße 17 /Dircksenstraße 40, 10178 Berlin, Germany"
213613,350.0,central_heating,False,True,10.0,1744.0,1980.0,106736917,False,False,1394.54,100.0,well_kept,no,False,apartment,3.0,2.0,3.0,False,Friedrichshain_Friedrichshain,105.37983927253362,0,"Gärtnerstraße 26, 10245 Berlin, Germany"
213637,201.0,central_heating,False,True,32.13564239968631,2495.0,2018.0,114576746,True,True,2174.0,119.26,mint_condition,negotiable,True,roof_storey,3.0,6.0,7.0,True,Mitte_Mitte,120.0,1,"Neue Grünstraße 19c, 10179 Berlin, Germany"
213650,200.0,self_contained_central_heating,False,True,10.0,1750.0,1904.0,103874371,False,True,1550.0,132.0,fully_renovated,no,False,apartment,4.0,3.0,4.0,False,Neukölln_Neukölln,140.50645236337814,0,"Hermannstraße 30, 12049 Berlin, Germany"
213654,675.0,central_heating,False,False,2.4,6831.633065454223,2000.0,115043900,True,True,5981.0,225.0,mint_condition,no,True,maisonette,5.0,8.0,2.0,False,Mitte_Mitte,175.63306545422267,1,"Behrenstraße 28, 10117 Berlin, Germany"
213658,300.0,central_heating,False,False,32.13564239968631,2025.0,1980.0,114622303,True,False,1725.0,115.11,first_time_use_after_refurbishment,yes,False,apartment,4.0,1.0,1.0,True,Lichterfelde_Steglitz,160.0,0,"Jägerndorfer Zeile 11, 12205 Berlin, Germany"
213671,50.0,central_heating,False,True,32.13564239968631,750.0,1980.0,111417951,True,False,700.0,16.0,modernized,no,False,apartment,1.0,5.0,6.0,False,Tiergarten_Tiergarten,35.126613090844536,0,"Klara Franke Strasse 12, 10557 Berlin, Germany"
213696,100.0,central_heating,False,True,40.0,659.0,1997.0,111308152,False,False,499.0,52.0,modernized,negotiable,True,apartment,2.0,5.0,5.0,False,Heinersdorf_Weißensee,60.0,0,"Treskowstraße 32, 13089 Berlin, Germany"
213782,150.0,central_heating,False,True,40.0,1016.05,1997.0,114640480,False,False,766.05,79.4,well_kept,negotiable,True,apartment,3.0,4.0,6.0,False,Heinersdorf_Weißensee,100.0,0,"Treskowstraße 33, 13089 Berlin, Germany"
213789,109.0,district_heating,False,True,40.0,658.0,1984.0,110980760,False,True,549.0,47.63,modernized,no,True,apartment,2.0,5.0,4.0,False,Neu_Hohenschönhausen_Hohenschönhausen,54.0,0,"Randowstraße 4, 13057 Berlin, Germany"
213908,153.0,district_heating,False,True,40.0,832.0,1984.0,106986509,False,True,679.0,68.86,well_kept,no,True,apartment,3.0,5.0,5.0,False,Friedrichsfelde_Lichtenberg,84.0,0,"Rhinstraße 3, 10315 Berlin, Germany"
213912,182.0,central_heating,False,False,10.0,955.76,1900.0,97788958,True,True,773.76,64.48,fully_renovated,negotiable,True,apartment,2.0,3.0,5.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Sonntagstraße 30, 10245 Berlin, Germany"
213993,370.0,floor_heating,True,True,40.0,3560.5064523633782,2019.0,115285468,False,True,3050.0,125.41,first_time_use,no,True,apartment,4.0,5.0,6.0,False,Friedrichshain_Friedrichshain,140.50645236337814,1,"Stralauer Allee 14, 10245 Berlin, Germany"
214006,320.86,central_heating,True,True,40.0,1699.49,2019.0,113765114,False,False,1378.63,125.33,first_time_use,no,False,maisonette,5.0,1.0,5.0,False,Falkenberg_Hohenschönhausen,125.33,0,"Johann-Jacob-Engel-Straße 20b, 13057 Berlin, Germany"
214071,185.0,central_heating,False,True,10.0,1200.0,1995.0,111013741,True,False,910.0,117.8,fully_renovated,no,False,maisonette,2.0,0.0,2.0,True,Staaken_Spandau,105.0,0,"Löwenstammstr. 12, 13591 Berlin, Germany"
214081,142.0,central_heating,False,True,40.0,730.0,1910.0,114948013,False,False,588.0,58.63,modernized,negotiable,False,apartment,2.0,2.0,4.0,False,Friedrichsfelde_Lichtenberg,55.0,0,"Alt Friedrichsfelde 122, 10315 Berlin, Germany"
214143,134.0,floor_heating,True,False,32.13564239968631,1234.0,2019.0,113766032,False,True,1100.0,55.85,first_time_use,no,True,ground_floor,2.0,0.0,6.0,False,Friedrichshain_Friedrichshain,70.25322618168907,1,"Kopernikusstraße 25b, 10247 Berlin, Germany"
214166,75.84,central_heating,False,True,40.0,428.42,1978.0,96805387,True,False,295.69,43.4,well_kept,no,True,other,1.0,2.0,5.0,False,Wedding_Wedding,56.89,1,"Reinickendorfer Str. 59, 13347 Berlin, Germany"
214190,115.35,central_heating,True,True,40.0,1318.31,2018.0,103810632,True,True,1136.04,69.91,first_time_use,no,True,ground_floor,2.0,0.0,4.0,False,Mitte_Mitte,59.42,0,"Schwartzkopffstraße 7E, 10115 Berlin, Germany"
214210,185.0,central_heating,False,False,10.0,1270.0,1936.0,50358259,False,True,995.0,70.0,first_time_use,no,False,roof_storey,3.0,3.0,3.0,True,Nikolassee_Zehlendorf,90.0,1,"Potsdamer Chaussee 26, 14129 Berlin, Germany"
214213,120.0,central_heating,False,True,40.0,517.0,1910.0,107384347,True,False,397.0,36.09,first_time_use,no,False,apartment,1.0,1.0,3.0,False,Oberschöneweide_Köpenick,35.126613090844536,0,"Wattstr. 20, 12459 Berlin, Germany"
214239,185.0,district_heating,False,True,10.0,1168.0,1910.0,113485691,False,True,983.0,70.0,modernized,no,False,apartment,2.0,4.0,4.0,False,Charlottenburg_Charlottenburg,83.0,0,"Röntgenstr. 7, 10587 Berlin, Germany"
214245,270.0,central_heating,True,True,2.4,3150.0,2019.0,115312792,False,True,2700.0,198.0,first_time_use,negotiable,True,roof_storey,4.0,5.0,5.0,False,Pankow_Pankow,180.0,0,"Thulestr. 9, 13189 Berlin, Germany"
214260,325.12,central_heating,False,False,40.0,2275.78,1914.0,112911347,True,True,1950.66,108.37,refurbished,no,True,apartment,4.0,2.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,162.56,0,"Käthe-Niederkirchner Str. 1, 10405 Berlin, Germany"
214267,126.0,floor_heating,True,False,40.0,1436.0,2019.0,108346409,True,True,1258.0,69.87,mint_condition,no,True,apartment,3.0,6.0,6.0,False,Neukölln_Neukölln,52.0,0,"Onckenstr. 18, 12059 Berlin, Germany"
214290,113.31,central_heating,False,True,40.0,997.88,1997.0,105592019,True,False,816.16,70.97,well_kept,negotiable,True,roof_storey,2.0,5.0,5.0,False,Niederschönhausen_Pankow,68.41,1,"Idastraße 23, 13156 Berlin, Germany"
214321,249.0,district_heating,False,True,10.0,849.0,1980.0,112749440,True,False,600.0,38.0,first_time_use,no,False,other,1.5,0.0,7.0,True,Tempelhof_Tempelhof,52.68991963626681,1,"Albrechtstr. 114, 12103 Berlin, Germany"
214328,200.0,central_heating,False,True,40.0,899.0,1965.0,111260781,False,False,599.0,87.0,well_kept,negotiable,False,apartment,3.5,1.0,6.0,False,Staaken_Spandau,100.0,0,"Heerstr. 389, 13593 Berlin, Germany"
214381,50.0,central_heating,False,False,32.13564239968631,750.0,1980.0,115675599,True,False,700.0,15.0,modernized,no,False,apartment,1.0,3.0,11.0,False,Tiergarten_Tiergarten,35.126613090844536,0,"Klara Franke Straße 8, 10557 Berlin, Germany"
214389,156.9,district_heating,False,False,40.0,645.06,1930.0,106518680,False,True,488.16,51.0,first_time_use,no,False,ground_floor,1.5,0.0,2.0,False,Spandau_Spandau,63.19,0,"Weverstr. 8B, 13595 Berlin, Germany"
214439,155.0,district_heating,False,True,40.0,794.0,1985.0,113191158,False,True,639.0,68.54,fully_renovated,no,False,apartment,3.0,4.0,6.0,False,Hellersdorf_Hellersdorf,79.0,0,"Kastanienallee 110, 12627 Berlin, Germany"
214497,560.0,floor_heating,False,False,40.0,2410.0,2000.0,115506498,True,True,1850.0,91.0,mint_condition,no,True,other,3.5,12.0,12.0,False,Tiergarten_Tiergarten,122.94314581795588,0,"Potsdamer Straße 4, 10785 Berlin, Germany"
214523,195.0,central_heating,False,False,40.0,978.0,1890.0,111379517,True,False,783.0,93.03,modernized,negotiable,False,apartment,3.0,4.0,5.0,False,Spandau_Spandau,105.37983927253362,0,"Groenerstr. 19, 13585 Berlin, Germany"
214596,240.0,central_heating,False,True,10.0,2614.0,1901.0,91327620,True,True,2204.0,152.0,mint_condition,negotiable,True,roof_storey,4.0,5.0,5.0,False,Wilmersdorf_Wilmersdorf,170.0,0,"Uhlandstraße 45, 10719 Berlin, Germany"
214653,570.0,central_heating,False,True,40.0,3270.0,1911.0,115337627,True,True,2700.0,267.0,first_time_use,no,True,apartment,8.0,4.0,4.0,False,Schöneberg_Schöneberg,281.0129047267563,0,"Innsbrucker Str. 35, 10825 Berlin, Germany"
214676,346.09,district_heating,False,True,40.0,1403.96,1995.0,111391758,False,False,1057.87,93.64,modernized,no,False,apartment,4.0,2.0,5.0,False,Wittenau_Reinickendorf,122.57,0,"Alt-Wittenau 48B, 13437 Berlin, Germany"
214717,202.8,district_heating,False,True,40.0,550.0,1978.0,115636365,False,False,347.2,43.69,modernized,no,True,apartment,1.0,10.0,9.0,False,Kreuzberg_Kreuzberg,99.48,0,"Gitschiner Str. 38, 10969 Berlin, Germany"
214721,60.0,district_heating,False,True,10.0,681.76,2012.0,107330703,True,True,571.76,46.11,mint_condition,no,True,apartment,2.0,3.0,5.0,False,Oberschöneweide_Köpenick,50.0,0,"Wilhelminenhofstraße 41, 12459 Berlin, Germany"
214786,70.0,central_heating,False,True,40.0,719.0,1997.0,113651880,True,False,579.0,60.0,well_kept,negotiable,False,apartment,2.0,2.0,4.0,False,Köpenick_Köpenick,70.0,0,"Salvador-Allende-Str. 76B, 12559 Berlin, Germany"
